NODE_1_length_327448_cov_152.984055	327448
NODE_2_length_304074_cov_156.813648	304074
NODE_3_length_283286_cov_160.562235	283286
NODE_4_length_259885_cov_145.973491	259885
NODE_5_length_227216_cov_161.846214	227216
NODE_6_length_219318_cov_160.936275	219318
NODE_7_length_206357_cov_159.046458	206357
NODE_8_length_193882_cov_162.199463	193882
NODE_9_length_183236_cov_166.239224	183236
NODE_10_length_168367_cov_188.015698	168367
NODE_11_length_161327_cov_168.987239	161327
NODE_12_length_139206_cov_159.304266	139206
NODE_13_length_117343_cov_165.149689	117343
NODE_14_length_115643_cov_164.920427	115643
NODE_15_length_108288_cov_141.402206	108288
NODE_16_length_101995_cov_166.169199	101995
NODE_17_length_58804_cov_160.556794	58804
NODE_18_length_52049_cov_164.898328	52049
NODE_19_length_46402_cov_162.775408	46402
NODE_20_length_44078_cov_166.642943	44078
NODE_21_length_36454_cov_174.144466	36454
NODE_22_length_26223_cov_169.917612	26223
NODE_23_length_15482_cov_144.694692	15482
NODE_24_length_13327_cov_149.691742	13327
NODE_25_length_11077_cov_141.406941	11077
NODE_26_length_10384_cov_146.720776	10384
NODE_27_length_7230_cov_199.621287	7230
NODE_28_length_6961_cov_137.684958	6961
NODE_29_length_4390_cov_140.569083	4390
NODE_30_length_3971_cov_168.074662	3971
NODE_31_length_2906_cov_738.012235	2906
NODE_32_length_1873_cov_603.218213	1873
NODE_33_length_1480_cov_128.974871	1480
NODE_34_length_1422_cov_1116.249421	1422
NODE_35_length_1268_cov_678.350570	1268
NODE_36_length_1200_cov_674.526561	1200
NODE_37_length_1022_cov_368.650279	1022
NODE_38_length_1019_cov_377.464126	1019
