NODE_1_length_326520_cov_31.938825	326520
NODE_2_length_247443_cov_23.795436	247443
NODE_3_length_211641_cov_27.889738	211641
NODE_4_length_202282_cov_30.765611	202282
NODE_5_length_196239_cov_32.241836	196239
NODE_6_length_177218_cov_26.664048	177218
NODE_7_length_156118_cov_30.568590	156118
NODE_8_length_145995_cov_27.908589	145995
NODE_9_length_121720_cov_26.841414	121720
NODE_10_length_120475_cov_26.037192	120475
NODE_11_length_118731_cov_24.689580	118731
NODE_12_length_109243_cov_28.683685	109243
NODE_13_length_97550_cov_27.087361	97550
NODE_14_length_93634_cov_27.608938	93634
NODE_15_length_90648_cov_29.115277	90648
NODE_16_length_73013_cov_31.002799	73013
NODE_17_length_70651_cov_26.952981	70651
NODE_18_length_69411_cov_28.820045	69411
NODE_19_length_68940_cov_28.594292	68940
NODE_20_length_68791_cov_27.517855	68791
NODE_21_length_64223_cov_30.943756	64223
NODE_22_length_63634_cov_34.198057	63634
NODE_23_length_61002_cov_29.562595	61002
NODE_24_length_52252_cov_27.380930	52252
NODE_25_length_52085_cov_25.841641	52085
NODE_26_length_45390_cov_28.152685	45390
NODE_27_length_43705_cov_22.759558	43705
NODE_28_length_39825_cov_33.523150	39825
NODE_29_length_35654_cov_30.766431	35654
NODE_30_length_35302_cov_28.192210	35302
NODE_31_length_33227_cov_29.821360	33227
NODE_32_length_21152_cov_16.511534	21152
NODE_33_length_16577_cov_17.622249	16577
NODE_34_length_15723_cov_14.163055	15723
NODE_35_length_15263_cov_31.418935	15263
NODE_36_length_14891_cov_15.700352	14891
NODE_37_length_13336_cov_9.776743	13336
NODE_38_length_13096_cov_13.764592	13096
NODE_39_length_12054_cov_32.640647	12054
NODE_40_length_10166_cov_8.025501	10166
NODE_41_length_10049_cov_29.559565	10049
NODE_42_length_9478_cov_27.380066	9478
NODE_43_length_8631_cov_76.468721	8631
NODE_44_length_8310_cov_37.326897	8310
NODE_45_length_7979_cov_19.492995	7979
NODE_46_length_7529_cov_18.032424	7529
NODE_47_length_6955_cov_76.616139	6955
NODE_48_length_6915_cov_12.127283	6915
NODE_49_length_6419_cov_11.148601	6419
NODE_50_length_6329_cov_20.168655	6329
NODE_51_length_6304_cov_86.734013	6304
NODE_52_length_5728_cov_17.876451	5728
NODE_53_length_5382_cov_19.860704	5382
NODE_54_length_5204_cov_65.653142	5204
NODE_55_length_5027_cov_5.524286	5027
NODE_56_length_4955_cov_5.693041	4955
NODE_57_length_4925_cov_24.462693	4925
NODE_58_length_4385_cov_5.023720	4385
NODE_59_length_4231_cov_9.074805	4231
NODE_60_length_3685_cov_26.975267	3685
NODE_61_length_3628_cov_71.756355	3628
NODE_62_length_3546_cov_17.628254	3546
NODE_63_length_3402_cov_18.569466	3402
NODE_64_length_2533_cov_2.151288	2533
NODE_65_length_2403_cov_2.682777	2403
NODE_66_length_2300_cov_20.387483	2300
NODE_67_length_2192_cov_30.910412	2192
NODE_68_length_2111_cov_2.466230	2111
NODE_69_length_1986_cov_4.852071	1986
NODE_70_length_1919_cov_12.387277	1919
NODE_71_length_1748_cov_6.233806	1748
NODE_72_length_1661_cov_2.009126	1661
NODE_73_length_1602_cov_4.005424	1602
NODE_74_length_1564_cov_2.284621	1564
NODE_75_length_1517_cov_1.833813	1517
NODE_76_length_1493_cov_207.732992	1493
NODE_77_length_1492_cov_5.396337	1492
NODE_78_length_1486_cov_63.220015	1486
NODE_79_length_1468_cov_67.262491	1468
NODE_80_length_1442_cov_326.276046	1442
NODE_81_length_1321_cov_1.713568	1321
NODE_82_length_1251_cov_2.070285	1251
NODE_83_length_1188_cov_1.486334	1188
NODE_84_length_1062_cov_84.974332	1062
NODE_85_length_1040_cov_1.871851	1040
