NODE_5_length_3054_cov_4.915272	3054
NODE_6_length_1489_cov_4.614537	1489
NODE_7_length_4246_cov_4.024521	4246
NODE_8_length_13269_cov_6.962106	13269
NODE_9_length_5827_cov_6.749474	5827
NODE_10_length_5717_cov_4.905188	5717
NODE_11_length_2233_cov_6.426401	2233
NODE_12_length_3913_cov_5.578183	3913
NODE_13_length_10246_cov_7.781797	10246
NODE_18_length_1865_cov_3.967204	1865
NODE_21_length_59894_cov_6.761507	59894
NODE_23_length_5078_cov_4.915775	5078
NODE_24_length_3969_cov_5.101249	3969
NODE_27_length_2632_cov_9.032735	2632
NODE_31_length_1965_cov_3.242111	1965
NODE_32_length_15671_cov_7.211915	15671
NODE_33_length_9443_cov_4.635681	9443
NODE_34_length_33384_cov_5.765914	33384
NODE_37_length_10153_cov_6.451327	10153
NODE_38_length_5874_cov_5.064903	5874
NODE_40_length_4683_cov_8.322212	4683
NODE_41_length_10224_cov_5.797267	10224
NODE_42_length_4393_cov_5.007736	4393
NODE_43_length_3055_cov_3.832650	3055
NODE_44_length_1921_cov_4.901338	1921
NODE_45_length_1867_cov_2.261494	1867
NODE_49_length_6472_cov_4.901182	6472
NODE_50_length_5196_cov_6.567370	5196
NODE_52_length_3000_cov_4.721545	3000
NODE_53_length_1359_cov_3.310065	1359
NODE_55_length_3040_cov_5.933402	3040
NODE_57_length_14423_cov_5.722790	14423
NODE_58_length_11227_cov_5.809459	11227
NODE_59_length_2351_cov_5.018885	2351
NODE_60_length_31424_cov_6.107199	31424
NODE_61_length_11467_cov_5.001058	11467
NODE_62_length_19731_cov_4.731279	19731
NODE_66_length_19001_cov_5.292254	19001
NODE_67_length_9451_cov_4.394788	9451
NODE_68_length_11383_cov_7.635928	11383
NODE_69_length_10584_cov_7.185904	10584
NODE_71_length_5603_cov_3.810628	5603
NODE_75_length_25894_cov_8.222261	25894
NODE_77_length_7691_cov_4.865019	7691
NODE_78_length_2545_cov_5.449132	2545
NODE_84_length_5439_cov_5.436370	5439
NODE_85_length_17362_cov_5.825065	17362
NODE_86_length_16609_cov_6.766655	16609
NODE_87_length_3043_cov_7.269547	3043
NODE_91_length_4009_cov_7.653272	4009
NODE_92_length_7184_cov_5.211138	7184
