NODE_1_length_545708_cov_60.436087	545708
NODE_2_length_508676_cov_61.925423	508676
NODE_3_length_419421_cov_60.939529	419421
NODE_4_length_404164_cov_51.228630	404164
NODE_5_length_365060_cov_59.264594	365060
NODE_6_length_355415_cov_54.702281	355415
NODE_7_length_327785_cov_51.552747	327785
NODE_8_length_262145_cov_56.920498	262145
NODE_9_length_218402_cov_73.783938	218402
NODE_10_length_210424_cov_77.820121	210424
NODE_11_length_187260_cov_73.834716	187260
NODE_12_length_169680_cov_74.979635	169680
NODE_13_length_142529_cov_58.043454	142529
NODE_14_length_102879_cov_56.341930	102879
NODE_15_length_95171_cov_69.179548	95171
NODE_16_length_91697_cov_56.540799	91697
NODE_17_length_85041_cov_73.682315	85041
NODE_18_length_78858_cov_48.017490	78858
NODE_19_length_78699_cov_82.451336	78699
NODE_20_length_77514_cov_66.654916	77514
NODE_21_length_77239_cov_69.939712	77239
NODE_22_length_66220_cov_51.582059	66220
NODE_23_length_63348_cov_78.359944	63348
NODE_24_length_51148_cov_63.245546	51148
NODE_25_length_48296_cov_57.126305	48296
NODE_26_length_46462_cov_72.400367	46462
NODE_27_length_44464_cov_73.720301	44464
NODE_28_length_44110_cov_77.737148	44110
NODE_29_length_37485_cov_58.229081	37485
NODE_30_length_33543_cov_77.217979	33543
NODE_31_length_28179_cov_81.995473	28179
NODE_32_length_24300_cov_68.522236	24300
NODE_33_length_22280_cov_66.979190	22280
NODE_34_length_21858_cov_72.605080	21858
NODE_35_length_21607_cov_86.931099	21607
NODE_36_length_19969_cov_80.696150	19969
NODE_37_length_14360_cov_34.812900	14360
NODE_38_length_9036_cov_90.753059	9036
NODE_39_length_7083_cov_64.122340	7083
NODE_40_length_7060_cov_42.071830	7060
NODE_41_length_4458_cov_61.552759	4458
NODE_42_length_3878_cov_34.816316	3878
NODE_43_length_2920_cov_182.654493	2920
NODE_44_length_2052_cov_36.913766	2052
NODE_45_length_2015_cov_56.485169	2015
NODE_46_length_1949_cov_44.069155	1949
NODE_47_length_1427_cov_909.400769	1427
NODE_48_length_1389_cov_0.961173	1389
NODE_49_length_1374_cov_558.773055	1374
NODE_50_length_1323_cov_393.212375	1323
NODE_51_length_1315_cov_888.702020	1315
NODE_52_length_1288_cov_0.881998	1288
NODE_53_length_1275_cov_566.624564	1275
NODE_54_length_1267_cov_0.968421	1267
NODE_55_length_1255_cov_139.460106	1255
NODE_56_length_1249_cov_7.208556	1249
NODE_57_length_1183_cov_144.032197	1183
NODE_58_length_1169_cov_405.206334	1169
NODE_59_length_1134_cov_35.615690	1134
NODE_60_length_1090_cov_1.985462	1090
NODE_61_length_1078_cov_2.051525	1078
NODE_62_length_1075_cov_0.970464	1075
NODE_63_length_1007_cov_1.214773	1007
NODE_64_length_1003_cov_0.788813	1003
