NODE_1_length_182803_cov_85.346931	182803
NODE_2_length_128156_cov_113.850799	128156
NODE_3_length_109972_cov_76.743174	109972
NODE_4_length_103746_cov_79.842510	103746
NODE_5_length_101516_cov_85.547564	101516
NODE_6_length_90835_cov_90.988799	90835
NODE_7_length_83015_cov_93.360655	83015
NODE_8_length_78329_cov_69.720698	78329
NODE_9_length_78316_cov_77.130210	78316
NODE_10_length_74677_cov_86.763769	74677
NODE_11_length_70674_cov_96.682424	70674
NODE_12_length_69796_cov_86.911108	69796
NODE_13_length_64786_cov_76.126603	64786
NODE_14_length_64292_cov_88.566976	64292
NODE_15_length_62427_cov_77.954205	62427
NODE_16_length_61174_cov_85.017921	61174
NODE_17_length_60902_cov_70.213246	60902
NODE_18_length_60473_cov_94.823369	60473
NODE_19_length_59973_cov_91.968335	59973
NODE_20_length_57759_cov_86.037844	57759
NODE_21_length_55701_cov_89.629377	55701
NODE_22_length_54181_cov_89.598568	54181
NODE_23_length_52996_cov_76.351662	52996
NODE_24_length_52827_cov_86.372486	52827
NODE_25_length_51489_cov_86.820120	51489
NODE_26_length_50501_cov_72.629432	50501
NODE_27_length_48748_cov_59.770901	48748
NODE_28_length_48123_cov_84.119281	48123
NODE_29_length_47768_cov_86.690183	47768
NODE_30_length_46308_cov_92.709513	46308
NODE_31_length_44519_cov_80.833506	44519
NODE_32_length_44015_cov_71.657287	44015
NODE_33_length_43440_cov_74.739570	43440
NODE_34_length_42408_cov_88.500059	42408
NODE_35_length_41377_cov_73.152170	41377
NODE_36_length_40337_cov_95.023800	40337
NODE_37_length_39236_cov_95.756885	39236
NODE_38_length_39096_cov_71.798866	39096
NODE_39_length_38994_cov_87.727558	38994
NODE_40_length_38894_cov_87.662471	38894
NODE_41_length_38070_cov_85.567272	38070
NODE_42_length_37832_cov_82.357724	37832
NODE_43_length_37780_cov_95.547924	37780
NODE_44_length_37679_cov_70.982558	37679
NODE_45_length_36206_cov_78.887081	36206
NODE_46_length_35807_cov_115.278756	35807
NODE_47_length_34462_cov_82.912829	34462
NODE_48_length_34349_cov_116.055783	34349
NODE_49_length_32463_cov_89.643803	32463
NODE_50_length_31772_cov_82.599779	31772
NODE_51_length_31175_cov_81.230933	31175
NODE_52_length_30673_cov_81.392457	30673
NODE_53_length_30094_cov_69.328495	30094
NODE_54_length_29348_cov_69.016974	29348
NODE_55_length_28662_cov_81.417487	28662
NODE_56_length_28492_cov_82.513097	28492
NODE_57_length_28112_cov_83.721637	28112
NODE_58_length_26960_cov_71.605337	26960
NODE_59_length_26907_cov_80.238424	26907
NODE_60_length_26358_cov_82.828638	26358
NODE_61_length_24687_cov_84.836075	24687
NODE_62_length_24516_cov_70.334659	24516
NODE_63_length_23700_cov_78.536249	23700
NODE_64_length_21809_cov_80.013514	21809
NODE_65_length_21198_cov_80.891557	21198
NODE_66_length_21166_cov_72.615001	21166
NODE_67_length_20954_cov_90.636097	20954
NODE_68_length_20895_cov_80.486614	20895
NODE_69_length_20883_cov_74.784930	20883
NODE_70_length_20549_cov_92.702331	20549
NODE_71_length_20549_cov_70.279649	20549
NODE_72_length_19609_cov_84.153886	19609
NODE_73_length_19575_cov_155.813348	19575
NODE_74_length_19243_cov_80.715788	19243
NODE_75_length_18899_cov_71.409546	18899
NODE_76_length_17258_cov_71.279552	17258
NODE_77_length_17016_cov_78.867961	17016
NODE_78_length_16858_cov_89.826729	16858
NODE_79_length_16738_cov_84.089579	16738
NODE_80_length_16710_cov_79.368027	16710
NODE_81_length_16458_cov_88.099443	16458
NODE_82_length_16333_cov_72.102246	16333
NODE_83_length_15302_cov_84.374300	15302
NODE_84_length_14853_cov_93.717303	14853
NODE_85_length_14601_cov_88.163742	14601
NODE_86_length_14361_cov_83.970844	14361
NODE_87_length_14258_cov_71.247399	14258
NODE_88_length_14010_cov_75.551034	14010
NODE_89_length_13716_cov_86.405917	13716
NODE_90_length_13520_cov_73.577391	13520
NODE_91_length_13491_cov_71.499177	13491
NODE_92_length_13146_cov_78.685690	13146
NODE_93_length_13092_cov_91.408947	13092
NODE_94_length_12934_cov_79.013508	12934
NODE_95_length_12880_cov_86.298204	12880
NODE_96_length_12522_cov_69.251392	12522
NODE_97_length_12473_cov_71.578325	12473
NODE_98_length_12433_cov_72.620510	12433
NODE_99_length_12404_cov_74.944693	12404
NODE_100_length_12341_cov_72.789995	12341
NODE_101_length_12340_cov_81.616392	12340
NODE_102_length_12148_cov_91.127028	12148
NODE_103_length_11164_cov_97.416871	11164
NODE_104_length_10750_cov_77.058740	10750
NODE_105_length_10267_cov_117.562821	10267
NODE_106_length_10122_cov_81.386593	10122
NODE_107_length_9878_cov_66.241309	9878
NODE_108_length_9739_cov_70.586350	9739
NODE_109_length_9392_cov_87.289261	9392
NODE_110_length_9262_cov_78.404926	9262
NODE_111_length_9236_cov_95.385004	9236
NODE_112_length_9192_cov_90.010370	9192
NODE_113_length_9190_cov_75.906433	9190
NODE_114_length_9028_cov_67.896191	9028
NODE_115_length_8964_cov_77.399457	8964
NODE_116_length_8638_cov_69.039008	8638
NODE_117_length_8568_cov_76.010188	8568
NODE_118_length_8466_cov_85.469601	8466
NODE_119_length_8286_cov_70.486457	8286
NODE_120_length_8090_cov_76.645360	8090
NODE_121_length_7891_cov_82.904302	7891
NODE_122_length_7781_cov_93.008231	7781
NODE_123_length_7779_cov_88.182697	7779
NODE_124_length_7667_cov_78.251459	7667
NODE_125_length_7657_cov_53.641965	7657
NODE_126_length_7538_cov_66.824315	7538
NODE_127_length_7364_cov_71.747547	7364
NODE_128_length_7356_cov_117.612256	7356
NODE_129_length_7142_cov_80.642195	7142
NODE_130_length_6908_cov_78.046453	6908
NODE_131_length_6702_cov_86.304639	6702
NODE_132_length_6697_cov_98.233181	6697
NODE_133_length_6653_cov_85.269078	6653
NODE_134_length_6557_cov_85.323328	6557
NODE_135_length_6064_cov_75.669025	6064
NODE_136_length_5764_cov_93.663651	5764
NODE_137_length_5462_cov_77.995689	5462
NODE_138_length_5355_cov_89.218630	5355
NODE_139_length_5303_cov_2295.032651	5303
NODE_140_length_5191_cov_68.792259	5191
NODE_141_length_5120_cov_78.120769	5120
NODE_142_length_5023_cov_2318.493873	5023
NODE_143_length_4889_cov_74.360773	4889
NODE_144_length_4412_cov_194.345858	4412
