NODE_1_length_360239_cov_29.192815	360239
NODE_2_length_272016_cov_29.156733	272016
NODE_3_length_259883_cov_30.287882	259883
NODE_4_length_226939_cov_29.613676	226939
NODE_5_length_218756_cov_29.790142	218756
NODE_6_length_217206_cov_30.508446	217206
NODE_7_length_205774_cov_29.730441	205774
NODE_8_length_174580_cov_31.562616	174580
NODE_9_length_169069_cov_29.260699	169069
NODE_10_length_159714_cov_30.509572	159714
NODE_11_length_151927_cov_30.280237	151927
NODE_12_length_145664_cov_29.682294	145664
NODE_13_length_144217_cov_28.230349	144217
NODE_14_length_138887_cov_30.659895	138887
NODE_15_length_135942_cov_28.357715	135942
NODE_16_length_126827_cov_28.949566	126827
NODE_17_length_118770_cov_31.512209	118770
NODE_18_length_111267_cov_30.789023	111267
NODE_19_length_108705_cov_30.142644	108705
NODE_20_length_99437_cov_30.518508	99437
NODE_21_length_97343_cov_30.588062	97343
NODE_22_length_95408_cov_29.794282	95408
NODE_23_length_94461_cov_29.795938	94461
NODE_24_length_86313_cov_31.033288	86313
NODE_25_length_69709_cov_30.156305	69709
NODE_26_length_68666_cov_28.791126	68666
NODE_27_length_65480_cov_30.523756	65480
NODE_28_length_49647_cov_30.469447	49647
NODE_29_length_46963_cov_30.169613	46963
NODE_30_length_44718_cov_32.968805	44718
NODE_31_length_44140_cov_30.807489	44140
NODE_32_length_40751_cov_30.848784	40751
NODE_33_length_37297_cov_29.026581	37297
NODE_34_length_36592_cov_29.763006	36592
NODE_35_length_33681_cov_32.095995	33681
NODE_36_length_30189_cov_27.073182	30189
NODE_37_length_30097_cov_28.933947	30097
NODE_38_length_29071_cov_29.281095	29071
NODE_39_length_28693_cov_31.523069	28693
NODE_40_length_27213_cov_29.698405	27213
NODE_41_length_27061_cov_28.836155	27061
NODE_42_length_24857_cov_29.217469	24857
NODE_43_length_19991_cov_30.400020	19991
NODE_44_length_19573_cov_26.528592	19573
NODE_45_length_16655_cov_26.009862	16655
NODE_46_length_15731_cov_25.627788	15731
NODE_47_length_14041_cov_31.013368	14041
NODE_48_length_13772_cov_31.292635	13772
NODE_49_length_11571_cov_28.836683	11571
NODE_50_length_10771_cov_30.549042	10771
NODE_51_length_8005_cov_30.428916	8005
NODE_52_length_3876_cov_30.147239	3876
NODE_53_length_3698_cov_31.642957	3698
NODE_54_length_3535_cov_97.368545	3535
NODE_55_length_2804_cov_32.751588	2804
NODE_56_length_2026_cov_89.889942	2026
NODE_57_length_1927_cov_28.159444	1927
NODE_58_length_1734_cov_34.153080	1734
NODE_59_length_1298_cov_113.148591	1298
NODE_60_length_1252_cov_138.310222	1252
