1 genome_id
1800670 Otu10
34788 Otu1000
8370 Otu1002.0
6614 Otu1015
9220 Otu1016.0
12422 Otu1022
16878 Otu1028
10658 Otu1030
22788 Otu1038
26136 Otu104
74344 Otu105.0
71316 Otu106
8266 Otu1065
3906 Otu1069
191808 Otu107
13244 Otu1080
11480 Otu108.0
97442 Otu108.1
12382 Otu1082
9140 Otu1089
660932 Otu11
20542 Otu110.0
41656 Otu1101.0
65498 Otu1111
8990 Otu1113
5998 Otu1119.0
6166 Otu1126
12928 Otu1127
36018 Otu1129
10256 Otu1132
27130 Otu1136.0
10698 Otu1140
67334 Otu115
20706 Otu1160
186460 Otu116.0
916 Otu1179.0
10336 Otu1179.1
310738 Otu1180.0
50424 Otu1184
352002 Otu119.0
246118 Otu119.1
60812 Otu12.0
12108 Otu1200.0
10992 Otu1209
13170 Otu1219
131768 Otu122.0
2890 Otu122.1
134746 Otu123.0
20286 Otu1236
14220 Otu1242
13098 Otu1254
7740 Otu1255
25490 Otu1263
36732 Otu1267.0
23378 Otu1270
35314 Otu1272
6264 Otu1278.0
37742 Otu1279
110028 Otu128
10548 Otu1283
11598 Otu1287
18456 Otu1297
592544 Otu13.0
4474 Otu1302
11846 Otu132
42272 Otu1322
4386 Otu1330
157618 Otu133.0
11092 Otu133.1
45566 Otu1334
157976 Otu1337
21374 Otu1358
60194 Otu136
13772 Otu1361.0
3950 Otu1362.0
20856 Otu137.0
4376 Otu1376
6726 Otu1377
24226 Otu1386
32742 Otu1389.0
35894 Otu139
8152 Otu1398
5226 Otu1399
25280 Otu1420.0
20312 Otu1427
11036 Otu1428.0
29242 Otu1446.0
6740 Otu1455
6732 Otu1460
23462 Otu1462.0
1234 Otu1469.0
8316 Otu1469.1
17338 Otu1472
63416 Otu1474.0
23528 Otu1475
3546 Otu1483.0
10054 Otu1483.1
9634 Otu149
37678 Otu1498
180358 Otu150.0
213458 Otu152
19996 Otu1544
5324 Otu1548.0
14542 Otu1548.1
7406 Otu1560
6348 Otu1569
117780 Otu157.0
25034 Otu1573
9194 Otu1580
15876 Otu159
29538 Otu1593
32492 Otu1596
4546 Otu1597
79448 Otu160
1335724 Otu163
5046 Otu1665
6016 Otu1676.0
3218 Otu1680
7772 Otu168.0
3964 Otu1682
13398 Otu169.0
13622 Otu169.1
11526 Otu1719
86216 Otu172.0
16396 Otu1734
17488 Otu174
7246 Otu176.0
24656 Otu1763.0
6160 Otu1784
124086 Otu179
47526 Otu180
36136 Otu183.0
36178 Otu183.1
9048 Otu1834.0
4662 Otu1847
12756 Otu185.0
6106 Otu1853
44266 Otu1860
93588 Otu186.0
214406 Otu189
24726 Otu1896
17528 Otu1918
10314 Otu1949.0
7724 Otu1957.0
115468 Otu196
5512 Otu1975.0
21316 Otu1977.0
32634 Otu198.0
11042 Otu1986.0
104456 Otu199.0
15250 Otu1998
1321386 Otu20
688828 Otu2.0
30500 Otu2014
7648 Otu2027
10406 Otu203
4242 Otu2044
40776 Otu205.0
104014 Otu205.1
5012 Otu2066
28838 Otu211
28202 Otu2117
50958 Otu2119.0
43690 Otu212.0
7392 Otu2121
24366 Otu214.0
58382 Otu215.0
3936 Otu2156
10550 Otu2165.0
3980 Otu2169.0
13590 Otu2174
22294 Otu218
11692 Otu2180
16832 Otu2189
59552 Otu219.0
383990 Otu22
113528 Otu220.0
22798 Otu2206
7854 Otu2209
14382 Otu2217
27286 Otu222.0
52822 Otu222.1
10228 Otu2225.0
34044 Otu2227.0
22978 Otu2232
3300 Otu2239
4208 Otu2247
53480 Otu226
10222 Otu2268
58886 Otu229.0
6300 Otu2290.0
449096 Otu23
47610 Otu230.0
55488 Otu230.1
10904 Otu2316
26644 Otu232.0
11394 Otu2333
7058 Otu2338
25362 Otu234.0
21918 Otu235.0
5348 Otu2351
53480 Otu238.0
16188 Otu2389
232666 Otu239.0
493068 Otu24.0
46296 Otu241.0
9896 Otu2411
506 Otu2415.0
6538 Otu2415.1
9708 Otu2438
5436 Otu2453
12612 Otu2455
39430 Otu2464.0
7262 Otu2479
96474 Otu248.0
32166 Otu249.0
163484 Otu250
15916 Otu252
41412 Otu254
76328 Otu255
46910 Otu256
694364 Otu26.0
72156 Otu261
20972 Otu265.0
74288 Otu271
6378 Otu279
252426 Otu281.0
89746 Otu283.0
21742 Otu289
41122 Otu292.0
38868 Otu297.0
77680 Otu298
139528 Otu3.0
286108 Otu30.0
25622 Otu301
7434 Otu302.0
4748 Otu303.0
28656 Otu304.0
2193942 Otu3.1
32480 Otu312.0
36368 Otu315.0
38686 Otu316.0
25608 Otu318.0
16832 Otu323.0
14324 Otu327
47192 Otu331.0
20474 Otu332
15562 Otu336
27182 Otu338
4128 Otu340
95938 Otu35.0
39334 Otu352.0
165286 Otu352.1
24600 Otu360
275012 Otu36.0
34258 Otu365.0
13172 Otu368
1026272 Otu37.0
1234 Otu370.0
5098 Otu370.1
27860 Otu371
3496 Otu376
116346 Otu382.0
19688 Otu384.0
10444 Otu386.0
12548 Otu388
8652 Otu39.0
58070 Otu395
18120 Otu398
8346 Otu399.0
914744 Otu4.0
77678 Otu40.0
106808 Otu40.1
10824 Otu404.0
41726 Otu405.0
66382 Otu42.0
4370 Otu433
966 Otu435.0
63338 Otu435.1
15008 Otu438
364198 Otu44.0
4278 Otu447.0
90618 Otu447.1
14182 Otu450.0
14116 Otu453
36488 Otu457.0
19664 Otu459
57304 Otu46
17138 Otu465
15154 Otu470
108154 Otu47.0
7048 Otu472.0
26364 Otu472.1
42344 Otu473
338604 Otu48.0
38968 Otu491.0
15590 Otu492
7206 Otu496.0
686 Otu497.0
12054 Otu497.1
6014 Otu498
15828 Otu499
657680 Otu50.0
11238 Otu503
8314 Otu511
18848 Otu520.0
14492 Otu523
48168 Otu526
504108 Otu53.0
8200 Otu54
41662 Otu549
10582 Otu555.0
74056 Otu564
33796 Otu571.0
24208 Otu576
19222 Otu581
8092 Otu583
37288 Otu590
6146 Otu594
102178 Otu595.0
1992 Otu595.1
30018 Otu596
17504 Otu598
900236 Otu6
246790 Otu60.0
20260 Otu605
173642 Otu61.0
13104 Otu61.1
26820 Otu612.0
44810 Otu613
49452 Otu616
4710 Otu625
62826 Otu635
8680 Otu638.0
40294 Otu64.0
15680 Otu643.0
36522 Otu648.0
36534 Otu659
5312 Otu662
19926 Otu664.0
25084 Otu67.0
11678 Otu677
297892 Otu68
8876 Otu681
24040 Otu684
10982 Otu689.0
19236 Otu692
9454 Otu696
33086 Otu703
4066 Otu704
42250 Otu707
46392 Otu71
3728 Otu713
121864 Otu716.0
41818 Otu719.0
294884 Otu72.0
11292 Otu722
16776 Otu724
38220 Otu726
131518 Otu73
9908 Otu747
4578 Otu750
9062 Otu751.0
4880 Otu753
153722 Otu76.0
10506 Otu761
24518 Otu766
4070 Otu767
18474 Otu771
38694 Otu778
68410 Otu78
202066 Otu79.0
126094 Otu79.1
15500 Otu794.0
60980 Otu796
15578 Otu797
8010 Otu799.0
11120 Otu80.0
104604 Otu800.0
14382 Otu801.0
5018 Otu801.1
16708 Otu810.0
6036 Otu814.0
115654 Otu82
4414 Otu820
7880 Otu83
40140 Otu833
41188 Otu839
6282 Otu842.0
35442 Otu843
36640 Otu846.0
30360 Otu85.0
9918 Otu85.1
10446 Otu852.0
7352 Otu856.0
19396 Otu860
232324 Otu86.0
14038 Otu865
90944 Otu870
70812 Otu87.0
337860 Otu88.0
30652 Otu889.0
88370 Otu89
38676 Otu895.0
705570 Otu9
123138 Otu90.0
6848 Otu909
47352 Otu911.0
21396 Otu921.0
21998 Otu924
14336 Otu928.0
185242 Otu93
7800 Otu930
4988 Otu931
22176 Otu937
9168 Otu953.0
10006 Otu965
3348 Otu966
70242 Otu968.0
6730 Otu970.0
27004 Otu972
9160 Otu974
2426 Otu975
17590 Otu980
44026 Otu987
78248 Otu99.0
4648 Otu997
24254 Otu999
100 RNODE_100_length_1999_cov_6.33080
480 RNODE_107_length_1496_cov_161.33989
580 RNODE_108_length_2015_cov_7.02007
260 RNODE_109_length_1521_cov_3.43229
1180 RNODE_10_length_6468_cov_8.06035
