1 genome_id
461718 Otu10
21970 Otu1000
3964 Otu1002.0
2610 Otu1004
24692 Otu1010
6266 Otu1015
17650 Otu1027
15986 Otu1028
5048 Otu1030
5178 Otu1031
13330 Otu1032
49516 Otu104
24028 Otu1040
7846 Otu1046
220082 Otu105.0
11456 Otu1057
46446 Otu106
6014 Otu1062.0
8890 Otu1068.0
3700 Otu1069
21374 Otu107
7054 Otu1070.0
18714 Otu1079.0
8364 Otu1080
9666 Otu108.0
82040 Otu108.1
4386 Otu1084
17318 Otu1089
708578 Otu11
207558 Otu110.0
15784 Otu1101.0
98 Otu1108.0
2844 Otu1108.1
49630 Otu1111
16994 Otu1113
22726 Otu1119.0
5842 Otu1126
12248 Otu1127
22746 Otu1129
19438 Otu1132
9066 Otu1139
30352 Otu1142.0
182220 Otu115
19616 Otu1160
50444 Otu116.0
16056 Otu1168.0
63078 Otu1180.0
4834 Otu1182
55724 Otu1184
11636 Otu1186
84878 Otu119.0
59346 Otu119.1
427934 Otu12.0
11470 Otu1200.0
2516 Otu1204
20840 Otu1209
23404 Otu122.0
17444 Otu1221
514 Otu122.1
8814 Otu1224
106370 Otu123.0
15374 Otu1236
18944 Otu1238
42128 Otu1240.0
6736 Otu1242
4182 Otu1248
7336 Otu1255
7056 Otu1257
12074 Otu1263
17398 Otu1267.0
11080 Otu1270
16728 Otu1272
34872 Otu1277
17796 Otu1278.0
35754 Otu1279
208466 Otu128
19988 Otu1283
10986 Otu1287
29140 Otu1297
453828 Otu13.0
13482 Otu1316
78556 Otu132
16530 Otu1321
26696 Otu1322
4154 Otu1330
99540 Otu133.0
7004 Otu133.1
16318 Otu1332.0
14394 Otu1334
61620 Otu1337
60742 Otu1358
66538 Otu136
6524 Otu1361.0
3742 Otu1362.0
177814 Otu137.0
12436 Otu1376
4692 Otu1381
18320 Otu1383
11480 Otu1386
34002 Otu139
4950 Otu1399
14842 Otu1414.0
612 Otu1414.1
35922 Otu1420.0
19240 Otu1427
10454 Otu1428.0
8554 Otu1431
13850 Otu1446.0
22226 Otu1462.0
3504 Otu1469.0
23636 Otu1469.1
5474 Otu1472
40078 Otu1474.0
5572 Otu1475
6718 Otu1483.0
19046 Otu1483.1
23804 Otu1498
