1 genome_id
1054922 Otu10
41070 Otu1000
32998 Otu1027
39858 Otu1028
25166 Otu1030
6452 Otu1031
16620 Otu1032
77134 Otu104
21942 Otu105.0
21048 Otu106
7502 Otu1062.0
13832 Otu1069
93254 Otu107
23320 Otu1079.0
10424 Otu1080
10536 Otu108.0
89466 Otu108.1
21580 Otu1089
1023244 Otu11
88918 Otu110.0
9836 Otu1101.0
46394 Otu1111
10642 Otu1113
21242 Otu1119.0
21842 Otu1126
30542 Otu1127
42522 Otu1129
12138 Otu1132
29910 Otu1133
10676 Otu1136.0
5650 Otu1139
15130 Otu1142.0
8484 Otu1146.0
28738 Otu1147
170312 Otu115
25620 Otu1156
141426 Otu116.0
10004 Otu1168.0
3242 Otu1179.0
36606 Otu1179.1
117916 Otu1180.0
30126 Otu1182
14502 Otu1186
98224 Otu119.0
68678 Otu119.1
328194 Otu12.0
57178 Otu1200.0
9404 Otu1204
12980 Otu1209
68060 Otu122.0
14494 Otu1221
1492 Otu122.1
14024 Otu1225
114890 Otu123.0
10082 Otu1237.0
65628 Otu1240.0
10104 Otu1264
13804 Otu1270
14780 Otu1278.0
22278 Otu1279
86614 Otu128
12456 Otu1283
13692 Otu1287
14526 Otu1297
297678 Otu13.0
48090 Otu130.0
5282 Otu1302
5600 Otu1316
55944 Otu132
49904 Otu1322
35444 Otu133.0
2494 Otu133.1
10168 Otu1332.0
7694 Otu1336
109708 Otu1337
26018 Otu1344
75702 Otu1358
47380 Otu136
16260 Otu1361.0
4664 Otu1362.0
270886 Otu137.0
4198 Otu1374
5778 Otu1379
17542 Otu1381
11414 Otu1383
14300 Otu1386
19326 Otu1389.0
28250 Otu139
9250 Otu1414.0
382 Otu1414.1
14924 Otu1420.0
13030 Otu1428.0
22678 Otu1448
13856 Otu1458.0
18466 Otu1462.0
7284 Otu1469.0
49092 Otu1469.1
13646 Otu1472
4184 Otu1483.0
11868 Otu1483.1
45490 Otu149
44492 Otu1498
138862 Otu150.0
14100 Otu1501
89998 Otu152
24308 Otu1529
10734 Otu1541
8948 Otu1545
3144 Otu1548.0
8584 Otu1548.1
8744 Otu1560
7494 Otu1569
119184 Otu157.0
29558 Otu1573
21708 Otu1580
112390 Otu159
140694 Otu160
54562 Otu1607
11888 Otu1617
12260 Otu1620
747996 Otu163
15448 Otu1631
6996 Otu1632
2478 Otu1657
21886 Otu1664
13546 Otu1673
7106 Otu1676.0
18354 Otu168.0
7908 Otu169.0
8040 Otu169.1
11542 Otu1692
11812 Otu1697
6804 Otu1719
63612 Otu172.0
15274 Otu1723
33074 Otu174
10662 Otu1743
40780 Otu1746
17996 Otu1753
19538 Otu1786
8134 Otu1788.0
29298 Otu179
13804 Otu1791
18706 Otu180
14220 Otu183.0
14236 Otu183.1
10682 Otu1834.0
11008 Otu1847
331302 Otu185.0
7208 Otu1853
13058 Otu1860
635308 Otu186.0
13848 Otu1861
210936 Otu189
9716 Otu1896
11206 Otu1914.0
12436 Otu1921
4904 Otu1925
17016 Otu1929
13190 Otu1947
18238 Otu1957.0
38948 Otu196
12582 Otu1977.0
25684 Otu198.0
26074 Otu1986.0
44844 Otu199.0
971322 Otu20
2091130 Otu2.0
9648 Otu2016.0
30074 Otu2019
9030 Otu2027
49142 Otu203
14442 Otu205.0
36838 Otu205.1
5214 Otu2053
14102 Otu2073
8348 Otu2080.0
12596 Otu2087
11976 Otu2106
61284 Otu211
22210 Otu2117
30080 Otu2119.0
90266 Otu212.0
12606 Otu2123
4874 Otu2128
143832 Otu214.0
34462 Otu215.0
19668 Otu2151
27170 Otu2170
8022 Otu2174
63174 Otu218
13816 Otu2180
4968 Otu2189
28122 Otu219.0
241778 Otu22
89354 Otu220.0
9778 Otu2202
9272 Otu2209
11840 Otu2215
16978 Otu2217
16108 Otu222.0
31180 Otu222.1
8036 Otu2227.0
5786 Otu2229
3896 Otu2239
126268 Otu226
24136 Otu2268
34760 Otu229.0
37290 Otu2290.0
706926 Otu23
46828 Otu230.0
54590 Otu230.1
11024 Otu2313
12876 Otu2316
39300 Otu232.0
16870 Otu2326
74852 Otu234.0
129382 Otu235.0
9386 Otu2363.0
25256 Otu238.0
54936 Otu239.0
257210 Otu24.0
5054 Otu2403
46060 Otu2407.0
40992 Otu241.0
596 Otu2415.0
7718 Otu2415.1
12068 Otu245.0
13144 Otu2468.0
45558 Otu248.0
88606 Otu249.0
11354 Otu250
25052 Otu252
97772 Otu254
420516 Otu255
9230 Otu256
327900 Otu26.0
24340 Otu261
61904 Otu265.0
50118 Otu271
7528 Otu279
246172 Otu281.0
105952 Otu283.0
25670 Otu289
133510 Otu292.0
14350 Otu293.0
91706 Otu298
57412 Otu3.0
456988 Otu30.0
45374 Otu301
43892 Otu302.0
5604 Otu303.0
56382 Otu304.0
902748 Otu3.1
51126 Otu312.0
15224 Otu316.0
29808 Otu323.0
39458 Otu327
11142 Otu331.0
3454 Otu332
45936 Otu336
32088 Otu338
212368 Otu35.0
14612 Otu351
22114 Otu352.0
92920 Otu352.1
29052 Otu360
220314 Otu36.0
40444 Otu365.0
31104 Otu368
595530 Otu37.0
8752 Otu370.0
36120 Otu370.1
16452 Otu371
4126 Otu376
124868 Otu382.0
11624 Otu384.0
73982 Otu386.0
24688 Otu388
194018 Otu39.0
97498 Otu393.0
24004 Otu394.0
2052 Otu394.1
39408 Otu399.0
1727886 Otu4.0
94866 Otu40.0
130442 Otu40.1
51116 Otu404.0
19704 Otu405.0
13954 Otu415.0
100762 Otu42.0
10320 Otu429.0
5158 Otu433
93818 Otu44.0
11466 Otu445
75338 Otu450.0
23142 Otu451
33404 Otu453
55708 Otu454.0
21538 Otu457.0
23214 Otu459
362524 Otu46
4046 Otu465
12618 Otu467
22364 Otu470
136196 Otu47.0
2774 Otu472.0
10382 Otu472.1
37506 Otu473
580122 Otu48.0
10646 Otu489.0
91980 Otu491.0
18406 Otu492
816 Otu497.0
14230 Otu497.1
271140 Otu50.0
13268 Otu503
8378 Otu506.0
14722 Otu511
14304 Otu522
25664 Otu523
72946 Otu525.0
11374 Otu526
153584 Otu53.0
29926 Otu536
106498 Otu54
9842 Otu549
12492 Otu555.0
14570 Otu564
12378 Otu570.0
39898 Otu571.0
28580 Otu576
4776 Otu583
11004 Otu590
55522 Otu592.0
14514 Otu594
90476 Otu595.0
1764 Otu595.1
11818 Otu596
10602 Otu597.0
593514 Otu6
203948 Otu60.0
23918 Otu605
172630 Otu61.0
13030 Otu61.1
10554 Otu612.0
8818 Otu613
29186 Otu616
27798 Otu625
16270 Otu634.0
61568 Otu638.0
206138 Otu64.0
43116 Otu648.0
57498 Otu659
6270 Otu662
167808 Otu67.0
138150 Otu68
30950 Otu683.0
14196 Otu684
13144 Otu687
25930 Otu689.0
66136 Otu69.0
207838 Otu70.0
26054 Otu703
9602 Otu704
93888 Otu71
17604 Otu713
4868 Otu717
12342 Otu719.0
184316 Otu72.0
26664 Otu722
29706 Otu724
45142 Otu726
310536 Otu73
11992 Otu75.0
11512 Otu753
155552 Otu76.0
12400 Otu761
4804 Otu767
50944 Otu769
17466 Otu771
255750 Otu78
55214 Otu783
275842 Otu79.0
172124 Otu79.1
9148 Otu794.0
17996 Otu796
18398 Otu797
196924 Otu80.0
12350 Otu800.0
29572 Otu810.0
7126 Otu814.0
91026 Otu82
74420 Otu83
33172 Otu833
27908 Otu843
10814 Otu846.0
150540 Otu85.0
49176 Otu85.1
9378 Otu851.0
24664 Otu852.0
11440 Otu860
189884 Otu86.0
24536 Otu862.0
30676 Otu870
41800 Otu87.0
9728 Otu873.0
9626 Otu873.1
408364 Otu88.0
26284 Otu881.0
83462 Otu89
36324 Otu894.0
366226 Otu9
20768 Otu90.0
8086 Otu909
25264 Otu921.0
90864 Otu924
8462 Otu928.0
473836 Otu93
5888 Otu931
45726 Otu941
10822 Otu953.0
12122 Otu958
24226 Otu960.0
11804 Otu965
27644 Otu968.0
5406 Otu974
2864 Otu975
31148 Otu980
6836 Otu985.0
52014 Otu987
55428 Otu99.0
14316 Otu999
260 RNODE_100_length_1999_cov_6.33080
1660 RNODE_107_length_1496_cov_161.33989
300 RNODE_108_length_2015_cov_7.02007
1400 RNODE_109_length_1521_cov_3.43229
900 RNODE_10_length_6468_cov_8.06035
1020 RNODE_110_length_1672_cov_10.73939
1380 RNODE_114_length_10406_cov_5.47746
24860 RNODE_125_length_3363_cov_4.82640
600 RNODE_127_length_1885_cov_8.56361
1280 RNODE_133_length_1956_cov_5.95398
3340 RNODE_134_length_2327_cov_32.11800
500 RNODE_137_length_1431_cov_4.57559
480 RNODE_139_length_3589_cov_11.15335
140 RNODE_142_length_2406_cov_5.09941
128880 RNODE_146_length_5606_cov_4.42067
400 RNODE_147_length_1816_cov_3.48216
1020 RNODE_149_length_1949_cov_4.19357
6040 RNODE_14_length_1961_cov_5.54358
660 RNODE_150_length_1379_cov_3.97642
140 RNODE_154_length_1869_cov_12.27991
1520 RNODE_156_length_3948_cov_63.43887
1440 RNODE_158_length_1640_cov_4.51607
1480 RNODE_159_length_3592_cov_2.43025
440 RNODE_166_length_2298_cov_14.88049
2940 RNODE_171_length_3474_cov_9.39716
340 RNODE_17_length_1254_cov_4.43994
1060 RNODE_180_length_2647_cov_2.76800
1420 RNODE_193_length_1789_cov_7.19864
2980 RNODE_200_length_4574_cov_2.94178
260 RNODE_207_length_2195_cov_3.75886
2300 RNODE_218_length_1465_cov_7.29868
980 RNODE_220_length_2011_cov_9.40825
2720 RNODE_224_length_2083_cov_4.45463
6400 RNODE_225_length_25884_cov_6.69550
14720 RNODE_227_length_4381_cov_5.48337
9200 RNODE_228_length_3093_cov_6.42006
23140 RNODE_234_length_1595_cov_9.13223
280 RNODE_243_length_1453_cov_2.63382
740 RNODE_248_length_5318_cov_4.74604
380 RNODE_24_length_2639_cov_14.02331
400 RNODE_251_length_2763_cov_28.99562
9920 RNODE_254_length_2341_cov_33.31005
100 RNODE_258_length_1627_cov_2.34517
1460 RNODE_259_length_1574_cov_100.84149
2660 RNODE_25_length_1750_cov_3.28993
160 RNODE_263_length_2277_cov_8.44168
400 RNODE_266_length_6653_cov_7.97753
580 RNODE_277_length_1592_cov_15.82548
4080 RNODE_279_length_3658_cov_27.56711
360 RNODE_290_length_1262_cov_19.53548
140 RNODE_291_length_2033_cov_2.59025
940 RNODE_294_length_6942_cov_7.24595
120 RNODE_307_length_2104_cov_13.21902
300 RNODE_308_length_1875_cov_5.96654
680 RNODE_309_length_1659_cov_3.16188
540 RNODE_311_length_2760_cov_6.45983
13340 RNODE_314_length_6164_cov_50.81211
100 RNODE_315_length_1516_cov_8.44846
760 RNODE_318_length_3470_cov_3.16589
360 RNODE_31_length_1357_cov_12.09363
1800 RNODE_320_length_4859_cov_4.38495
300 RNODE_322_length_4175_cov_18.22923
540 RNODE_324_length_1537_cov_10.20528
9080 RNODE_32_length_11742_cov_6.79514
2500 RNODE_337_length_8771_cov_5.18162
260 RNODE_338_length_1509_cov_4.27236
400 RNODE_339_length_1478_cov_5.31250
540 RNODE_341_length_3219_cov_3.63466
300 RNODE_342_length_1543_cov_10.88823
29420 RNODE_343_length_2376_cov_8.77188
300 RNODE_355_length_1663_cov_6.12066
1640 RNODE_359_length_13543_cov_22.66711
7000 RNODE_360_length_7414_cov_9.06737
1120 RNODE_361_length_3164_cov_8.88447
1780 RNODE_362_length_3387_cov_8.21902
240 RNODE_364_length_1571_cov_3.81278
120 RNODE_366_length_2053_cov_8.47415
2100 RNODE_367_length_2322_cov_4.57652
4880 RNODE_368_length_1901_cov_5.06386
4300 RNODE_372_length_2448_cov_3.45466
220 RNODE_374_length_1862_cov_9.75489
100 RNODE_381_length_1819_cov_13.04118
4080 RNODE_383_length_2253_cov_7.64097
400 RNODE_386_length_2437_cov_8.66377
840 RNODE_38_length_1552_cov_8.47059
900 RNODE_390_length_5825_cov_8.78167
100 RNODE_392_length_2136_cov_7.00284
240 RNODE_393_length_3465_cov_6.98635
2720 RNODE_394_length_3642_cov_5.12873
3820 RNODE_404_length_3462_cov_2.92616
260 RNODE_408_length_3585_cov_3.79764
4900 RNODE_411_length_4317_cov_4.49267
260 RNODE_418_length_1505_cov_4.15172
80 RNODE_420_length_1334_cov_5.52134
1460 RNODE_423_length_1943_cov_28.57781
2160 RNODE_428_length_4686_cov_43.92415
1000 RNODE_429_length_2129_cov_51.99106
4720 RNODE_431_length_1803_cov_5.36772
980 RNODE_432_length_14865_cov_28.53268
1000 RNODE_434_length_14801_cov_23.79494
2040 RNODE_435_length_5602_cov_25.16136
300 RNODE_439_length_4196_cov_56.49278
240 RNODE_440_length_3551_cov_9.74435
1060 RNODE_442_length_4465_cov_7.11694
200 RNODE_443_length_1591_cov_6.87251
9100 RNODE_451_length_4052_cov_6.62773
320 RNODE_455_length_4124_cov_9.17267
380 RNODE_459_length_2383_cov_4.68776
1400 RNODE_462_length_1528_cov_6.07822
6180 RNODE_468_length_1541_cov_8.66960
660 RNODE_470_length_2095_cov_7.42232
220 RNODE_474_length_1569_cov_5.24895
1100 RNODE_479_length_5023_cov_17.63107
700 RNODE_481_length_3960_cov_68.08874
220 RNODE_485_length_1877_cov_10.53943
7160 RNODE_487_length_5196_cov_22.71473
1700 RNODE_491_length_3124_cov_17.57383
200 RNODE_493_length_3152_cov_5.77526
5920 RNODE_496_length_8599_cov_9.53327
520 RNODE_497_length_1925_cov_6.51336
560 RNODE_498_length_2044_cov_7.98216
7380 RNODE_50_length_1796_cov_6.24352
400 RNODE_512_length_1592_cov_43.29688
140 RNODE_513_length_2330_cov_8.01964
