GCA_000176935.1	0.3411
GCA_000262365.1	0.3738
GCA_000461895.1	0.2491
GCA_000476775.1	0.2056
GCA_000614165.1	0.0951
GCA_000688775.2	0.126
GCA_000691125.1	0.28
GCA_000691445.1	0.4527
GCA_000756695.1	0.1306
GCA_000765165.1	0.2316
GCA_000974285.1	0.2138
GCA_001051075.1	0.1925
GCA_001188635.1	0.5485
GCA_001280155.1	0.1879
GCA_001293045.1	0.1877
GCA_001305035.1	0.3935
GCA_001311665.1	0.101
GCA_001577555.1	0.472
GCA_001657585.1	0.1311
GCA_001800165.1	0.1326
GCA_001801915.1	0.2239
GCA_001831175.1	0.2669
GCA_001897365.1	0.1325
GCA_001897775.1	0.44
GCA_001938545.1	0.1736
GCA_002008155.1	0.4356
GCA_002070575.1	0.2077
GCA_002084045.1	0.1029
GCA_002172815.1	0.1558
GCA_002281195.1	0.1907
GCA_002282035.1	0.1691
GCA_002294145.1	0.2036
GCA_002296445.1	0.302
GCA_002316095.1	0.6022
GCA_002335235.1	0.1792
GCA_002338285.1	0.1465
GCA_002342875.1	0.4442
GCA_002344985.1	0.3128
GCA_002348875.1	0.2266
GCA_002350005.1	0.0831
GCA_002351545.1	0.2057
GCA_002364715.1	0.3513
GCA_002367575.1	0.1517
GCA_002381675.1	0.2279
GCA_002391705.1	0.2243
GCA_002397075.1	0.1041
GCA_002397165.1	0.1815
GCA_002415325.1	0.5528
GCA_002415545.1	0.3383
GCA_002419745.1	0.3593
GCA_002425195.1	0.2806
GCA_002429185.1	0.2178
GCA_002435675.1	0.1236
GCA_002452715.1	0.1594
GCA_002470005.1	0.1352
GCA_002470405.1	0.3262
GCA_002473025.1	0.1602
GCA_002479025.1	0.1823
GCA_002481215.1	0.1583
GCA_002481345.1	0.6852
GCA_002481445.1	0.1527
GCA_002498425.1	0.4846
GCA_002498905.1	0.2273
GCA_002499755.1	0.2915
GCA_002502975.1	0.3357
GCA_002683555.1	0.3512
GCA_002686935.1	0.3337
GCA_002709065.1	0.2877
GCA_002774215.1	0.2318
GCA_002781645.1	0.4537
GCA_002784845.1	0.1031
GCA_002919445.1	0.1651
GCA_003131405.1	0.2129
GCA_003131805.1	0.117
GCA_003138595.1	0.1691
GCA_003163995.1	0.1199
GCA_003167185.1	0.2285
GCA_003387715.1	0.2888
GCA_003439045.1	0.1217
GCA_003476985.1	0.3184
GCA_003481325.1	0.3456
GCA_003512645.1	0.1838
GCA_003550585.1	0.0774
GCA_003550805.1	0.2111
GCA_003603255.1	0.2245
GCA_003701675.1	0.1079
GCA_003973075.1	0.2137
GCA_004016735.1	0.2111
GCA_004016885.1	0.1918
GCA_004019895.1	0.1533
GCA_004553155.1	0.2192
GCA_004555805.1	0.2225
GCA_004801755.1	0.6054
GCA_004961265.1	0.2807
GCA_005880435.1	0.1295
GCA_005882755.1	0.1978
GCA_005889175.1	0.2099
GCA_006227725.1	0.2934
GCA_007118625.1	0.5036
GCA_007123365.1	0.1751
GCA_007125965.1	0.2259
GCA_007135535.1	0.3168
GCA_007693285.1	0.2257
GCA_008673455.1	0.2552
GCA_008679375.1	0.106
GCA_008680005.1	0.0653
GCA_009360455.1	0.1971
GCA_009392435.1	0.1974
GCA_009493715.1	0.3104
GCA_009698665.1	0.2777
GCA_009758305.1	0.1518
GCA_009774935.1	0.2696
GCA_009787215.1	0.39
GCA_009838025.1	0.1924
GCA_009841545.1	0.2707
GCA_009843485.1	0.2933
GCA_009844785.1	0.776
GCA_009911465.1	0.1322
GCA_009922135.1	0.3435
GCA_009923575.1	0.1686
GCA_009993665.1	0.1981
GCA_009993915.1	0.1769
GCA_010026945.1	0.3052
GCA_010030505.1	0.1507
GCA_010436075.1	0.1113
GCA_011048335.1	0.5416
GCA_011524375.1	0.1732
GCA_011771545.1	0.2368
GCA_011776145.1	0.4906
GCA_011801225.1	0.2469
GCA_012275145.1	0.1779
GCA_012516995.1	0.4435
GCA_012839575.1	0.1476
GCA_012964495.1	0.2746
GCA_013155505.1	0.2385
GCA_013213925.1	0.1496
GCA_013333475.2	0.1524
GCA_013360645.1	0.1352
GCA_013607755.1	0.1327
GCA_013822025.1	0.3103
GCA_014133975.1	0.2618
GCA_014304925.1	0.3625
GCA_014361345.1	0.1087
GCA_014864695.1	0.3285
GCA_014871505.1	0.1668
GCA_014892395.1	0.3517
GCA_015057265.1	0.3772
GCA_015075505.1	0.1049
GCA_015228825.1	0.2213
GCA_015257205.1	0.33
GCA_015262315.1	0.4907
GCA_015263995.1	0.3654
GCA_015264955.1	0.1747
GCA_015477195.1	0.3565
GCA_015490365.1	0.3178
GCA_015492235.1	0.1865
GCA_015655785.1	0.2823
GCA_015664395.1	0.1727
GCA_015665495.1	0.2232
GCA_016219665.1	0.3431
GCA_016297285.1	0.2782
GCA_016297655.1	0.1282
GCA_016702455.1	0.5699
GCA_016702945.1	0.1188
GCA_016706985.1	0.136
GCA_016712705.1	0.237
GCA_016720015.1	0.1783
GCA_016720475.1	0.2933
GCA_016781205.1	0.2324
GCA_016785005.1	0.2266
GCA_016790105.1	0.4012
GCA_016841135.1	0.1721
GCA_016842045.1	0.2001
GCA_016842145.1	0.1993
GCA_016860705.1	0.078
GCA_017305975.1	0.2121
GCA_017306615.1	0.1901
GCA_017307395.1	0.2985
GCA_017346795.1	0.1496
GCA_017347465.1	0.1559
GCA_017383565.1	0.1313
GCA_017398185.1	0.5835
GCA_017407065.1	0.2294
GCA_017438185.1	0.3652
GCA_017438205.1	0.4266
GCA_017475205.1	0.5142
GCA_017505105.1	0.1902
GCA_017505305.1	0.3405
GCA_017523235.1	0.3532
GCA_017592725.1	0.1679
GCA_017695055.1	0.159
GCA_017854215.1	0.2811
GCA_017859775.1	0.205
GCA_017886585.1	0.323
GCA_017888285.1	0.2433
GCA_017888785.1	0.2313
GCA_017889205.1	0.2319
GCA_017983825.1	0.2656
GCA_017984465.1	0.2098
GCA_017994225.1	0.2242
GCA_018056645.1	0.4018
GCA_018063615.1	0.2839
GCA_018222685.1	0.3371
GCA_018265525.1	0.4031
GCA_018363965.1	0.2692
GCA_018365545.1	0.1343
GCA_018366835.1	0.2569
GCA_018371015.1	0.1206
GCA_018374455.1	0.1765
GCA_018378275.1	0.1673
GCA_018378955.1	0.1886
GCA_018381455.1	0.0704
GCA_018382575.1	0.2366
GCA_018383135.1	0.3015
GCA_018436545.1	0.6189
GCA_018649545.1	0.1931
GCA_018650685.1	0.1847
GCA_018651385.1	0.2294
GCA_018658945.1	0.1868
GCA_018663095.1	0.208
GCA_018663315.1	0.3825
GCA_018664925.1	0.391
GCA_018664935.1	0.3653
GCA_018666695.1	0.1403
GCA_018667815.1	0.2658
GCA_018669135.1	0.3915
GCA_018670475.1	0.3138
GCA_018674875.1	0.1861
GCA_018680365.1	0.2482
